,add_title,add_price,add_area,add_time,add_room,add_loc,add_prom
9656,VENTA APARTAMENTO ROCA MAR BELLA VISTA,317700.00,230 m2,4 months ago,3,Avenida Balboa,NaN
9657,VENTA APARTAMENTO VELURE EL CANGREJO,1066750.00,129 m2,4 months ago,2,Vía Argentina,NaN
9658,VENTA APARTAMENTO VITA COCO DEL MAR,450000.00,164 m2,4 months ago,2,Coco del Mar,NaN
9659,VENTA APARTAMENTO DELUXE PUNTA PAITILLA,289000.00,230 m2,4 months ago,3,Punta Paitilla,NaN
9660,VENTA APARTAMENTO COCOPLACE COCO DEL MAR,999000.00,79 m2,4 months ago,2,Coco del Mar,NaN
9661,VENTA APARTAMENTO MATISSE COSTA DEL ESTE,"759000.00
(Reduced 4%)",337 m2,4 months ago,3,Costa del Este,NaN
9662,"PH. Yacht Club, Avenida Balboa, Venta",899000.00,178 m2,4 months ago,3,Avenida Balboa,NaN
9663,VENTA APARTAMENTO CASA BIANCA COSTA DEL ESTE,246100.00,226 m2,4 months ago,3,Costa del Este,NaN
9664,VENTA APARTAMENTO MIDPARK CARRASQUILLA,315000.00,80 m2,4 months ago,2,San Francisco,NaN
9665,VENTA APARTAMENTO PACIFIC POINT TORRE 200 PUNTA PACIFICA,280000.00,404 m2,4 months ago,4,Punta Pacífica,NaN
9666,VENTA APARTAMENTO CAMINO REAL PUNTA PAITILLA,280000.00,399 m2,4 months ago,3,Punta Paitilla,NaN
9667,VENTA APARTAMENTO SOLANA SANTA MARIA,768000.00,306 m2,4 months ago,3,Santa María,NaN
9668,VENTA APARTAMENTO MAREA 2 COSTA DEL ESTE,936000.00,707 m2,4 months ago,4,Costa del Este,NaN
9669,VENTA APARTAMENTO PLATINUM PUNTA PAITILLA,894900.00,350 m2,4 months ago,3,Punta Paitilla,NaN
9670,VENTA APARTAMENTO THE REGENT COSTA DEL ESTE,"1115034.00
(Reduced 11%)",95 m2,4 months ago,2,Costa del Este,NaN
9671,VENTA APARTAMENTO SEA POINT PUNTA PAITILLA,502080.00,390 m2,4 months ago,3,Punta Paitilla,NaN
9672,VENTA APARTAMENTO REMODELADO PUNTA PAITILLA,985600.00,295 m2,4 months ago,3,Punta Paitilla,NaN
9673,"PH. The Point, Punta Paitilla, Alquiler o Venta/amoblado",1300000.00,500 m2,4 months ago,4,Punta Paitilla,NaN
9674,VENTA APARTAMENTO CONDADO GARDENS CONDADO DEL REY,1318714.00,127 m2,4 months ago,3,Amelia Denis de Icaza,NaN
9675,VENTA O ALQUILER PENTHOUSE PLATINUM PUNTA PAITILLA,3157050.00,700 m2,4 months ago,4,Punta Paitilla,NaN
9676,VENTA APARTAMENTO Q TOWER PUNTA PACIFICA,"380000.00
(Reduced 4%)",363 m2,4 months ago,4,Punta Pacífica,NaN
9677,VENTA APARTAMENTO EMPIRE SANTA MARIA,1250000.00,322.4 m2,4 months ago,3,Santa María,NaN
9678,VENTA APARTAMENTO ALTAMIRA RESIDENCE BELLA VISTA,985000.00,107 m2,4 months ago,3,Bella Vista,NaN
9679,VENTA APARTAMENTO SKY VIEW HATO PINTADO,599000.00,183.5 m2,4 months ago,3,Pueblo Nuevo,NaN
9680,VENTA APARTAMENTO YACHT CLUB AVE BALBOA,"1950000.00
(Reduced 3%)",154 m2,4 months ago,1,Avenida Balboa,NaN
9681,VENTA APARTAMENTO YACHT CLUB AVE BALBOA,258000.00,133 m2,4 months ago,1,Avenida Balboa,NaN
9682,"PH. Ocean Front, Punta Paitilla, Venta, ¡PRECIO DE OPORTUNIDAD!",485000.00,320 m2,4 months ago,3,Punta Paitilla,NaN
9683,"PH. Ocean Front, Punta Paitilla, Venta, ¡APROVECHE LA OPORTUNIDAD!",649000.00,390 m2,4 months ago,4,Punta Paitilla,NaN
9684,VENTA APARTAMENTO GREEN GARDEN SANTA MARIA,299000.00,314 m2,4 months ago,3,Santa María,NaN
9685,VENTA APARTAMENTO AZALEA SANTA MARIA,935219.00,391.24 m2,4 months ago,4,Santa María,NaN
9686,VENTA APARTAMENTO PANORAMA COCO DEL MAR,200000.00,192 m2,4 months ago,3,Coco del Mar,NaN
9687,VENTA APARTAMENTO PANORAMA COCO DEL MAR,417000.00,352 m2,4 months ago,3,Coco del Mar,NaN
9688,VENTA APARTAMENTO GARDEN OCEAN REEF ISLAND,1125000.00,320 m2,4 months ago,4,Punta Pacífica,NaN
9689,VENTA APARTAMENTO LA MAISON SANTA MARIA,230000.00,347.03 m2,4 months ago,3,Santa María,NaN
9690,VENTA APARTAMENTO LA MAISON SANTA MARIA,151312.00,809.5 m2,4 months ago,4,Santa María,NaN
9691,VENTA APARTAMENTO VISTA DEL SOL PUNTA PAITILLA,110000.00,240 m2,4 months ago,3,Punta Paitilla,NaN
9692,VENTA APARTAMENTO LANTANA SANTA MARIA,345000.00,415 m2,4 months ago,3,Santa María,NaN
9693,VENTA APARTAMENTO VALERY POINT SANTA MARIA,150000.00,351 m2,4 months ago,3,Santa María,NaN
9694,VENTA APARTAMENTO BLUE BAHIA PUNTA PACIFICA,210000.00,300 m2,4 months ago,3,Bella Vista,NaN
9695,VENTA APARTAMENTO OCEAN REEF ISLA 2 WATERFRONT PUNTA PACIFICA,265000.00,51 m2,4 months ago,3,Punta Pacífica,NaN
9696,VENTA O ALQUILER APARTAMENTO EN CASCO VIEJO,350000.00,70 m2,4 months ago,1,"Casco Viejo, San Felipe",NaN
9697,VENTA APARTAMENTO DAL MARE COCO DEL MAR,"235000.00
(Reduced 11%)",224 m2,4 months ago,3,Coco del Mar,NaN
9698,VENTA APARTAMENTO MIRADOR COSTA DEL ESTE,135000.00,200 m2,4 months ago,3,Costa del Este,NaN
9699,VENTA APARTAMENTO SABOGA PUNTA PAITILLA,150000.00,198 m2,4 months ago,3,Punta Paitilla,NaN
9700,VENTA APARTAMENTO SEA POINT PUNTA PAITILLA,185000.00,315 m2,4 months ago,3,Punta Paitilla,NaN
9701,Venta Apartamento Royal Princess Punta Paitilla,50000.00,147 m2,4 months ago,3,Punta Paitilla,NaN
9702,VENTA APARTAMENTO THE IVY SANTA MARIA,185000.00,160 m2,4 months ago,3,Santa María,NaN
9703,The Palms Beach Resort / Ocean Reef Islands - Punta Pacífica,280000.00,220 m2,4 months ago,2,Punta Pacífica,NaN
9704,AlQUILER O VENTA SERENITY SAN FRANCISCO,160000.00,118 m2,4 months ago,2,San Francisco,NaN
9705,Sale of Apartment in Carrasquilla in Park Point,179000.00,67 m2,4 months ago,2,Carrasquilla,NaN
9706,VENDO O ALQUILO Apartamento AMOBLADO Jardines Costa del Este,500000.00,76.05 m2,4 months ago,3,Costa del Este,NaN
9707,"PH Andros Tower, El Cangrejo - Recently remodeled","225000.00
(Reduced 6%)",207 m2,4 months ago,3,El Cangrejo,NaN
9708,Nice apartment in Torres de Versalles! 150k negotiable!,750000.00,96 m2,4 months ago,3,Las Acacias,NaN
9709,In the heart of Vía España - Excellent for investors,310000.00,93 m2,4 months ago,3,Vía España,NaN
9710,Se Vende Apartamento en Hato Pintado,320000.00,170 m2,4 months ago,2,Hato Pintado,NaN
9711,Oportunidad! Se Vende Espectacular Apartamento en Coco Del Mar Cod. No.,295000.00,120 m2,4 months ago,1,Coco del Mar,NaN
9712,Oportunidad! Se Vende Apartamento en Paitilla,355900.00,196 m2,4 months ago,3,Punta Paitilla,NaN
9713,Vendo Apartamento en San Francisco,615000.00,93 m2,4 months ago,2,San Francisco,NaN
9714,Ph DENOVO 40% Rebajado,409999.00,98 m2,4 months ago,1,Campo Alegre,NaN
9715,Se Vende Apartamento P.h Victoria Hills - Hato Pintado,832000.00,116 m2,4 months ago,3,Hato Pintado,NaN
9716,SE VENDE APTO EN VILLA LORENA,570000.00,46 m2,4 months ago,2,Rio Abajo,NaN
9717,"C/DEL ESTE, SE VENDE AMOBLADO, 100M2, , LLAME YA!!",160000.00,100 m2,4 months ago,3,Costa del Este,NaN
9718,Marbella Tower II - Apartamento,291000.00,212 m2,4 months ago,4,Marbella,NaN
9719,Se vende hermoso apartamento en Río abajo,440000.00,61 m2,4 months ago,2,Rio Abajo,NaN
9720,Apartamento El Cangrejo 212m2,1066000.00,212 m2,4 months ago,4,Vía Argentina,NaN
9721,"SE VENDE APARTAMENTO EN PH OCEANAIRE, PUNTA PACIFICA.",450000.00,192 m2,4 months ago,2,Punta Pacífica,NaN
9722,PRECIOSO APARTAMENTO EN SAN FRANCISCO,500000.00,125 m2,4 months ago,2,Vía Porras,NaN
9723,PH AQUALINA,"750000.00
(Reduced 10%)",318 m2,4 months ago,3,Punta Pacífica,NaN
9724,Apartamento en PH Barlovento - Punta Paitilla,"380000.00
(Reduced 4%)",192 m2,4 months ago,3,Punta Paitilla,NaN
9725,"TAO LADO C, NO TE DAS LA MANO CON EL VECINO DEL EDIFICIO CONTIGUO",395000.00,205 m2,4 months ago,3,San Francisco,NaN
9726,Apartment in Bayfront for Sale,385000.00,98 m2,4 months ago,1,Avenida Balboa,NaN
9727,VENTA APARTAMENTO THE TOWERS SAN FRANCISCO,595000.00,145 m2,4 months ago,3,San Francisco,NaN
9728,VENTA PENTHOUSE THE TOWERS SAN FRANCISCO,599999.00,275 m2,4 months ago,3,San Francisco,NaN
9729,VENTA APARTAMENTO THE TOWERS SAN FRANCISCO,"142000.00
(Reduced 7%)",189 m2,4 months ago,3,San Francisco,NaN
9730,VENTA APARTAMENTO THE TOWERS PUNTA PAITILLA,120000.00,329 m2,4 months ago,3,Punta Paitilla,NaN
9731,VENTA APARTAMENTO YOO & ARTS AVE BALBOA,239000.00,181 m2,4 months ago,2,Avenida Balboa,NaN
9732,"venta de Apartamento cerca Vía Centenario, cerca de Altaplaza Mall","211500.00
(Reduced 38%)",112 m2,4 months ago,3,Altamira,NaN
9733,VENTA O ALQUILER YOO & ARTS AVENIDA BALBOA,252400.00,94 m2,4 months ago,1,Avenida Balboa,NaN
9734,VENTA O ALQUILER YOO & ARTS AVENIDA BALBOA,246600.00,133 m2,4 months ago,1,Avenida Balboa,NaN
9735,VENTA O ALQUILER YOO & ARTS AVENIDA BALBOA,480000.00,344 m2,4 months ago,2,Avenida Balboa,NaN
9736,VENTA APARTAMENTO TORRE DEL PARQUE PUNTA PAITILLA,330000.00,227 m2,4 months ago,3,Punta Paitilla,NaN
9737,VENTA APARTAMENTO DELUXE PUNTA PAITILLA,340000.00,200 m2,4 months ago,3,Punta Paitilla,NaN
9738,APARTAMENTO D1 PUNTA PAITILLA VENTA,750000.00,410 m2,4 months ago,4,Punta Paitilla,NaN
9739,VENTA APARTAMENTO TAO SAN FRANCISCO,273000.00,200 m2,4 months ago,3,San Francisco,NaN
9740,VENTA APARTAMENTO THE REGENT COSTA DEL ESTE,150000.00,117 m2,4 months ago,2,Costa del Este,NaN
9741,VENTA APARTAMENTO ASIA COSTA DEL MAR,110000.00,155 m2,4 months ago,3,Juan Diaz,NaN
9742,VENTA APARTAMENTO ASIA COSTA DEL MAR,450000.00,270 m2,4 months ago,3,Juan Diaz,NaN
9743,Venta Apartamento Mirage Tower Punta Paitilla,290000.00,445 m2,4 months ago,3,Punta Paitilla,NaN
9744,"Las Hortensias, Vía España. Apartamento en Via España",165000.00,94.11 m2,4 months ago,3,Carrasquilla,NaN
9745,EN VENTA APARTAMENTO CONDADO DEL REY,245000.00,67.25 m2,4 months ago,2,Linda Vista,NaN
9746,Betania Ph Sky Point Towers,2500000.00,99 m2,4 months ago,3,Villa Cáceres,NaN
9747,Venta de apartamentos viejos en Obarrio/El Cangrejo/Marbella//Punta Paitilla GTA,749000.00,268.67 m2,4 months ago,3,Obarrio,NaN
9748,Venta de apartamentos en Costa del Este (Bali/Costa View/Castellamare) GTA,339000.00,147 m2,4 months ago,3,Costa del Este,NaN
9749,Apartamentos modernos en Altos del Golf/Bella Vista/Casco Viejo (Bahía del Golf/Costanera) GTA,770000.00,185 m2,4 months ago,3,Parque Lefevre,NaN
9750,"Venta de Apartamento en San Fransisco Bay, JAP",335000.00,245 m2,4 months ago,3,Coco del Mar,NaN
9751,BEAUTIFUL FURNISHED APARTMENT FOR SALE IN AVE. BALBOA,"375000.00
(Reduced 3%)",150 m2,4 months ago,2,Avenida Balboa,NaN
9752,APARTAMENTO,250000.00,189 m2,4 months ago,2,Coco del Mar,NaN
9753,ID4106 Costa del Este - Primera Línea de Mar - 290 m2 Renovado,230000.00,290 m2,4 months ago,3,Costa del Este,NaN
9754,"for sale PH Vista Pacifica, Punta Pacifica. Gv",310000.00,192 m2,4 months ago,3,Punta Pacífica,NaN
9755,PEREJIL / PH PARK CITY TOWER / 66m2 / 2 HABITACIONES,"265000.00
(Reduced 4%)",66 m2,4 months ago,2,Perejil,NaN
9756,"Venta de apartamento en Parque Lefevre , PH Centennial",90000.00,66 m2,4 months ago,2,Parque Lefevre,NaN
9757,MARBELLA / PH MARBELLA 47 / 200m2 / LINEA BLANCA,119500.00,200 m2,4 months ago,3,Marbella,NaN
9758,COSTA DEL ESTE / PH ELEVATION / LINEA BLANCA / 150m2,525000.00,150 m2,4 months ago,3,Costa del Este,NaN
9759,PH COSMOPOLITAN - SAN FRANCISCO,224950.00,97 m2,4 months ago,2,San Francisco,NaN
9760,"SE VENDE APARTAMENTO EN PH OCEANAIRE, VISTA EL MAR!!!",139000.00,119 m2,4 months ago,1,Punta Pacífica,NaN
9761,"Espectacular apartamento con acabados de lujo, único en su tipo en The Point",210450.00,786 m2,4 months ago,4,Punta Paitilla,NaN
9762,"REGALIA 272m2 $749,000 293m2 $836,000",178000.00,272 m2,4 months ago,3,Costa del Este,NaN
9763,"OCEAN HOUSE vista mar 1, 2, 3 recs desde $221k","215000.00
(Reduced 4%)",97 m2,4 months ago,2,Santa María,NaN
9764,"Vendo PENTHOUSE en PH MIRADOR 4 recs $770,000",285000.00,349 m2,4 months ago,4,Costa del Este,NaN
9765,Hermoso y amplio apartamento a la venta en el PH Majestic en la exclusiva área de Punta Paitilla,179000.00,225 m2,4 months ago,3,Punta Paitilla,NaN
9766,"Exclusivo y amplio apartamento recién remodelado en PH Anagloria, Punta Pacífica",210000.00,297 m2,4 months ago,3,Punta Paitilla,NaN
9767,"PH COSTA PACIFICA - 3 RECAMARAS - VENTA $250,000USD",335000.00,145 m2,4 months ago,3,Punta Pacífica,NaN
9768,FOR SALE APARTMENT COSTA SUR,"145000.00
(Reduced 3%)",135 m2,4 months ago,3,Costa Sur,NaN
9769,En Venta Apartamento Remodelado en Punta Pacífica P.H. Courtyard View,1200000.00,192.11 m2,4 months ago,3,Punta Pacífica,NaN
9770,"Albrook 3 bedrooms 170 meters balcony $265,000.00",280000.00,170 m2,4 months ago,3,Albrook,NaN
9771,VENTA DE APARTAMENTO PH VISTA DEL GOLF No. 2,300000.00,63.69 m2,4 months ago,1,Parque Lefevre,NaN
9772,"Venta de apartamento Rio Abajo, a pasos de Avenida Roosbelt",350000.00,62 m2,4 months ago,2,Rio Abajo,NaN
9773,Espectacular Apartamento en Costa del Este - vista al mar,265000.00,155 m2,4 months ago,3,Costa del Este,NaN
9774,Se vende apartamento,"330000.00
(Reduced 1%)",122 m2,4 months ago,2,San Francisco,NaN
9775,"Venta de Apartamento en el PH Vita Bella, El Cangrejo",390000.00,73 m2,4 months ago,1,El Cangrejo,NaN
9776,APARTAMENTOS EN LA 12 DE OCTUBRE - CENTER POINT,145000.00,91 m2,4 months ago,3,12 de Octubre,NaN
9777,APARTAMENTOS EN LA 12 DE OCTUBRE - CENTER POINT,350000.00,77 m2,4 months ago,2,12 de Octubre,NaN
9778,OBARRIO / PH MIYAKI / 128m2 / 4 HABITACIONES / LINEA BLANCA,470000.00,128 m2,4 months ago,4,Obarrio,NaN
9779,BELLA VISTA / PH BELLA VISTA PARK / AMOBLADO / 160m2,580000.00,160 m2,4 months ago,3,Bella Vista,NaN
9780,VIA ESPAÑA / PH METROPOLITAN PARK / 2 HABITACIONES / 78m2,215000.00,78 m2,4 months ago,2,Vía España,NaN
9781,VIA ARGENTINA / PH MEDITERRANEO LOFT / 121m2 / LINEA BLANCA,150000.00,121 m2,4 months ago,1,Vía Argentina,NaN
9782,COCO DEL MAR / PH ICON TOWER / AMOBLADO / 160m2,515000.00,160 m2,4 months ago,2,Coco del Mar,NaN
9783,VIA CINCUENTENARIO / PH MILLENNIALS / 81m2 / 2 HABITACIONES,1200000.00,81 m2,4 months ago,2,Vía Cincuentenario,NaN
9784,SPACIOUS PENTHOUSE FOR SALE IN PAITILLA,"1292687.00
(Reduced 53%)",1050 m2,4 months ago,5,Punta Pacífica,NaN
9785,Luxury furnished 2 bedroom apartment for sale in Yoo&Arts Panama,"870500.00
(Reduced 11%)",104 m2,4 months ago,2,Avenida Balboa,NaN
9786,Venta de Apartamento en Ph Forrest Gate - Clayton,890000.00,150 m2,4 months ago,2,Clayton,NaN
9787,Venta o Alquiler de Apartamento en Yacht Club - Avenida Balboa,881000.00,147 m2,4 months ago,1,Avenida Balboa,NaN
9788,"PH La Concha en venta, Marbella",787500.00,210 m2,4 months ago,3,Marbella,NaN
9789,"PH Courtyard View, Apto. con Magnífica cocina, 3 recámaras",1375000.00,165 m2,4 months ago,3,Punta Pacífica,NaN
9790,"PH Waterfalls en venta, San Francisco",731000.00,189 m2,5 months ago,3,San Francisco,NaN
9791,"PH Mcgregor Point, Condado del Rey, amueblado, 3 recámaras",560500.00,92 m2,5 months ago,3,Condado del Rey,NaN
9792,Venta de Apartamento en PH Waterfalls,"140000.00
(Reduced 14%)",150 m2,5 months ago,3,San Francisco,NaN
9793,"Vendo Apartamento remodelado en Pacific View, Punta Pacífica $470,000",470000.00,230 m2,5 months ago,3,Punta Pacífica,NaN
9794,PH Praderas Altos del Golf en venta,265000.00,257 m2,5 months ago,3,Altos de Golf,NaN
9795,"Balboa Avenue, the place to be",150000.00,98 m2,5 months ago,1,Avenida Balboa,NaN
9796,"PH SKY PARK VENTA $150,000USD",475000.00,70 m2,5 months ago,2,Carrasquilla,NaN
9797,Apartamento en Casco Viejo,150000.00,159.25 m2,5 months ago,2,"Casco Viejo, San Felipe",NaN
9798,"Se Vende Apartamento en Coco del Mar, PH Ocean Sky",495000.00,394.19 m2,5 months ago,3,Coco del Mar,NaN
9799,CATEGORIA Y DISTINCION SANTA MARIA PH LA MAISON BY FENDI LO MAXIMO,360000.00,347 m2,5 months ago,3,Santa María,NaN
9800,"VIVA ""YA"" EN SANTA MARIA EN PH EMPIRE LO MAXIMO",260000.00,322 m2,5 months ago,3,Santa María,NaN
9801,"VIVA ""YA"" EN SANTA MARIA EN PH LA VISTA LO MAXIMO",165999.00,335 m2,5 months ago,3,Santa María,NaN
9802,"VIVA ""YA"" EN SANTA MARIA EN PH ALBATROSS LO MAXIMO","249000.00
(Reduced 3%)",339 m2,5 months ago,3,Santa María,NaN
9803,IMPECABLE APTO PH SOLANA SANTA MARIA,238999.00,306 m2,5 months ago,3,Santa María,NaN
9804,"VIVA ""YA"" EN SANTA MARIA EN PH ALLEGRA LO MAXIMO",254900.00,288 m2,5 months ago,2,Santa María,NaN
9805,"VIVA ""YA"" EN SANTA MARIA EN PROYECTO PH ALAMEDA LO MAXIMO",369000.00,256 m2,5 months ago,3,Santa María,NaN
9806,"VIVA ""YA"" EN SANTA MARIA EN PH THE COLONIAL LO MAXIMO",389000.00,190 m2,5 months ago,3,Santa María,NaN
9807,"Apartment for sale PH ALTATERRA US$140,000","299999.00
(Reduced 3%)",85 m2,5 months ago,2,José Domingo Espinar,NaN
9808,"VIVA ""YA"" EN SANTA MARIA EN PH GREENVIEW LO MAXIMO","219000.00
(Reduced 4%)",188 m2,5 months ago,3,Santa María,NaN
9809,"VIVA ""YA"" EN SANTA MARIA EN PH OCEAN HOUSE LO MAXIMO",275000.00,70 m2,5 months ago,1,Santa María,NaN
9810,TUMBA MUERTO / PH VILLA GLORIELA / 92m2 / 3 HABITACIONES,445000.00,92 m2,5 months ago,3,Tumba Muerto,NaN
9811,"Bello , Embassy Club , Tambien en Alquiler , consultenos",336000.00,150 m2,5 months ago,2,Clayton,NaN
9812,"VIVA ""YA"" GANGA PH SAN FRANCISCO BAY, SAN FRANCISCO, APROVECHA YA!",80000.00,95 m2,5 months ago,2,Vía Porras,NaN
9813,IMPECABLE APTO GRAND TOWER SUPER CENTRICO,639000.00,208 m2,5 months ago,3,Punta Pacífica,NaN
9814,"2 bedrooms unit in Ocean Sky, Coco Del Mar",380000.00,151 m2,5 months ago,2,Coco del Mar,NaN
9815,FOR SALE $260K! NEWLY RENOVATED APARTMENT!,160000.00,210 m2,5 months ago,3,Obarrio,NaN
9816,Fully furnished apartment for sale in PH Alegría on via Spain.,280000.00,78 m2,5 months ago,3,Vía España,NaN
9817,"for rent apartment in San Francisco, PH Tee One",220000.00,113 m2,5 months ago,3,San Francisco,NaN
9818,"Apartment for sale in PH San Francisco Bay in San Francisco,",230000.00,111.5 m2,5 months ago,2,San Francisco,NaN
9819,"Vendo PH Portofino Towers, urbanización Villa de las Fuentes, El Dorado",330000.00,135 m2,5 months ago,3,Villa de las Fuentes,NaN
9820,"For sale apartment in PH Kubic, located in urbanization El Cangrejo.",210000.00,267.7 m2,5 months ago,3,El Cangrejo,NaN
9821,"Vendo Ph Pacific Sea, urbanización Punta Paitilla.",195000.00,232 m2,5 months ago,2,Punta Pacífica,NaN
9822,"Apartment for sale in Ph Highland View, located in 12 de Octubre.",275000.00,220 m2,5 months ago,3,12 de Octubre,NaN
9823,"For sale apartment in Ph Torre Cosmos, located in Obarrio",230000.00,170 m2,5 months ago,3,Obarrio,NaN
9824,"Venta Ph Tee One, San Francisco.",950000.00,125 m2,5 months ago,3,Altos de Golf,NaN
9825,"Coco del Mar, remodelado 3 recamaras 3 parkings 1 depósito",280000.00,221 m2,5 months ago,3,Coco del Mar,NaN
9826,Brand new in Clayton! MPC2086,235000.00,156 m2,5 months ago,3,Clayton,NaN
9827,VENTA DE APARTAMENTO MUY CENTRICO,215000.00,57 m2,5 months ago,2,Parque Lefevre,NaN
9828,THE RESERVE - SANTA MARIA,223200.00,243 m2,5 months ago,3,Santa María,NaN
9829,Se vende apartamento en Coastal Tower,359000.00,m2,5 months ago,3,Punta Paitilla,NaN
9830,Se vende apartamento en Coastal Tower,350000.00,m2,5 months ago,3,Punta Paitilla,NaN
9831,Se vende apartamento en Lalique,249000.00,310 m2,5 months ago,3,Punta Paitilla,NaN
9832,Se Vende Apartamento 3 Rec/2Est/1depo/Condado del Rey Terrazas del Rey,255555.00,98 m2,5 months ago,3,Condado del Rey,NaN
9833,OBARRIO | PRECIOSO APARTAMENTO | VENTA,255555.00,177 m2,5 months ago,4,Obarrio,NaN
9834,"S/FRANCISCO, 115M2, CERCA AL PARQUE OMAR, 3RECS+CBE+2EST",126000.00,115 m2,5 months ago,3,San Francisco,NaN
9835,MARBELLA / PH TORRE EBELLE / 169m2 / 5 HABITACIONES,405000.00,169 m2,5 months ago,4,Marbella,NaN
9836,PUNTA PACIFICA / PH COURTYARD VIEW / LINEA BLANCA / 165m2,170000.00,165 m2,5 months ago,3,Punta Pacífica,NaN
9837,EL CANGREJO / PH VITRO LOFT / 110m2 / AMOBLADO,380000.00,110 m2,5 months ago,1,El Cangrejo,NaN
9838,Venta de Apartamento en el PH MIRO,320000.00,90 m2,5 months ago,2,El Cangrejo,NaN
9839,PH ICON TOWER / COCO DEL MAR / VISTA AL MAR / 2 RECAMARAS / 138 M2,630000.00,138 m2,5 months ago,2,Coco del Mar,NaN
9840,Venta de Apartamento en Marbella,365000.00,157 m2,5 months ago,3,Marbella,NaN
9841,Vendo hermoso apartamento en PH Aquamare,300000.00,400 m2,5 months ago,4,Punta Pacífica,NaN
9842,"C/DEL ESTE, BELLO APARTAMENTO, 3RECS+CBE, VERLO ES ENAMORARSE!",515000.00,145 m2,5 months ago,3,Costa del Este,NaN
9843,Vendo amplio y céntrico apartamento en la Avenida Balboa,990000.00,147 m2,5 months ago,2,Avenida Balboa,NaN
9844,Ph Vitro Loft venta,270000.00,110 m2,5 months ago,1,El Cangrejo,NaN
9845,Bella Vista – P.H. Miro,"210000.00
(Reduced 2%)",125.53 m2,5 months ago,3,El Cangrejo,NaN
9846,"VENTA - Vita, Coco del Mar",950000.00,140 m2,5 months ago,2,Coco del Mar,NaN
9847,"VENTA - Ph Boutique Quartier del Mar, Coco del Mar",240000.00,120 m2,5 months ago,1,Coco del Mar,NaN
9848,VENTA DE APARTAMENTO PH QUADRAT,690000.00,115 m2,5 months ago,2,San Francisco,NaN
9849,VENTA DE APARTAMENTO EN PH TABASARA,185000.00,208 m2,5 months ago,3,El Cangrejo,NaN
9850,VENTA DE APARTAMENTO EN PH TABASARA,244000.00,208 m2,5 months ago,3,El Cangrejo,NaN
9851,Río Abajo - P.H. Ilo,360000.00,71.39 m2,5 months ago,3,Rio Abajo,NaN
9852,Hermoso y remodelado,"1100000.00
(Reduced 8%)",187 m2,5 months ago,3,Costa del Este,NaN
9853,VENTA EN SAN FRANCISCO HARMONY TOWER,325000.00,95 m2,5 months ago,1,San Francisco,NaN
9854,"P.H. CENIT/ LA CRESTA / $380,000.00",1050000.00,345 m2,5 months ago,4,La Cresta,NaN
9855,"Se vende apartamento en Punta Pacífica, Ph Costa Pacífica",640000.00,182 m2,5 months ago,2,Punta Pacífica,NaN
9856,PACIFIC VILLAGE PUNTA PACIFICA FRENTE AL MAR,127000.00,266 m2,5 months ago,3,Punta Pacífica,NaN
9857,Vendo hermoso apartamento en The Towers,149000.00,145 m2,5 months ago,2,San Francisco,NaN
9858,Hermoso apartamento en PH Luxor,"195000.00
(Reduced 3%)",145 m2,5 months ago,1,Vía Argentina,NaN
9859,Se Vende Hermoso Apartamento en PH Titanium,150000.00,226 m2,5 months ago,3,Costa del Este,NaN
9860,Se vende Hermoso Apartamento Duplex en Titanium Tower,170000.00,454 m2,5 months ago,3,Costa del Este,NaN
9861,A Estrenar - Aires Inverter - Vista Al Mar - 1 Recámara - 1.5 Baños - Balcon,314000.00,95 m2,5 months ago,1,Avenida Balboa,NaN
9862,COSTA DEL ESTE PH SEVILLA AMOBLADO 2 RECAMARAS AMOBLADO,250000.00,110 m2,5 months ago,2,Costa del Este,NaN
9863,VENDO O ALQUILO APT PH AQUAMARE,250000.00,400 m2,5 months ago,4,Punta Pacífica,NaN
9864,SE VENDE ESPECTACULAR APARTAMENTO EN SAN FRANCISCO,220000.00,147 m2,5 months ago,3,San Francisco,NaN
9865,"PH El Alcazar en venta, La Cresta","240000.00
(Reduced 4%)",480 m2,5 months ago,4,La Cresta,NaN
9866,Apartment for sale in Hato Pintado,360000.00,114 m2,5 months ago,2,Hato Pintado,NaN
9867,Venta de Hermoso Apartamento PH Perla del Pacífico,"220000.00
(Reduced 6%)",153.4 m2,5 months ago,3,Punta Paitilla,NaN
9868,Venta de Hermoso Apartamento Diana Tower,220000.00,242.64 m2,5 months ago,3,Obarrio,NaN
9869,"For Sale, Apartment in Punta Pacífica, PH Venetian Tower","700000.00
(Reduced 18%)",435 m2,5 months ago,3,Punta Pacífica,NaN
9870,"For sale, Loft in Embassy Club, Clayton.",800000.00,190 m2,5 months ago,1,Clayton,NaN
9871,Pent House in Embassy Club with excelent views and large balcony !,230000.00,405 m2,5 months ago,4,Clayton,NaN
9872,Apartamento en Embassy Club tipo Garden con Patio,275000.00,293 m2,5 months ago,4,Clayton,NaN
9873,SE VENDE AMPLIO APARTAMENTO EN RIO ABAJO,197500.00,79 m2,5 months ago,3,Rio Abajo,NaN
9874,✅PRECIO DE OPORTUNIDAD- VENDO APTO PH MC GREGOR - CONDADO DEL REY SE VENDE A PRECIO DE OPORTUNIDAD.,680000.00,95 m2,5 months ago,3,Condado del Rey,NaN
9875,I AM SELLING BEAUTIFUL AND CENTRAL APARTMENT,235000.00,105.5 m2,5 months ago,3,12 de Octubre,NaN
